date,continuous,discontinuous,isolated,no_permafrost,sporadic
2000-01-01,96.8123742216554,89.2977724709117,93.3804361089094,95.2176756786467,93.6401411385724
2000-01-02,96.7889516920003,89.2594128728774,93.3057796089487,95.1314651028061,93.541855719409
2000-01-03,96.7666380324088,89.2220616593432,93.2342539157692,95.0476920288736,93.4507555543375
2000-01-04,96.7450518023639,89.1838772688298,93.1639077777328,94.9664792209299,93.3615800993966
2000-01-05,96.7230184089139,89.1449942681161,93.0962289344757,94.8875945684988,93.2750956091153
2000-01-06,96.700834426126,89.1076748343953,93.032740317469,94.8127582418447,93.19451506527
2000-01-07,96.6794927599401,89.0730810240296,92.9714946232651,94.7392138337912,93.1182925834705
2000-01-08,96.6601423119692,89.0391178163786,92.9114624568211,94.6685580230968,93.0462868062369
2000-01-09,96.6417606354094,89.0046511334778,92.850869358569,94.6008716205364,92.9757905475732
2000-01-10,96.6233154203356,88.970796948094,92.7983131246206,94.5395347104913,92.9066374344497
2000-01-11,96.6048384903468,88.9388000191957,92.7700758980464,94.4783612476749,92.8435391686332
2000-01-12,96.5869176892517,88.9086764244921,92.7306426028183,94.4168069344825,92.7833049684953
2000-01-13,96.5707346318295,88.880622143009,92.6866489753368,94.3571655866084,92.7242062480976
2000-01-14,96.5573670624371,88.8519365184116,92.650069569214,94.3013172900804,92.6667398031013
2000-01-15,96.5441230962735,88.8252686772682,92.621585506373,94.2435830424163,92.6150230091609
2000-01-16,96.5313648456361,88.8004834084593,92.5824316453683,94.1857344743616,92.5644114704614
2000-01-17,96.5158076470446,88.7733457560316,92.5409897266318,94.1330992617221,92.5123804801131
2000-01-18,96.50137440908,88.7461515267238,92.5022597228605,94.082004674326,92.4625487579703
2000-01-19,96.4874183432584,88.7206539877179,92.4604089221315,94.0326415462839,92.4131880406271
2000-01-20,96.4721878284913,88.6970981793671,92.4230378408896,93.9833812537431,92.3687181175692
2000-01-21,96.4568973256897,88.6766866286271,92.3787087142128,93.9311649819572,92.3234691676948
2000-01-22,96.4424385964326,88.6552888541154,92.3342009924883,93.8815407257526,92.2799092982584
2000-01-23,96.4326949959924,88.6373351481013,92.29397569339,93.8308273495574,92.2425866900958
2000-01-24,96.4246640701143,88.6194371172938,92.2529038847302,93.7792195404871,92.2056988175639
2000-01-25,96.4192601026302,88.6045061206018,92.2159226339712,93.7299301135886,92.1708707702535
2000-01-26,96.4140757849292,88.5936313255615,92.181845053941,93.6796728309084,92.1394244314583
2000-01-27,96.4065160742467,88.5842974368577,92.1477674389967,93.631389916807,92.1078664869894
2000-01-28,96.3982588952591,88.5731421071334,92.110854406916,93.581957130477,92.0754406634534
2000-01-29,96.3918338017604,88.5559604633687,92.0731078174303,93.5380650580169,92.0373603063412
2000-01-30,96.3854432785931,88.5384387368221,92.0408250118064,93.5041079343342,92.0004095652553
2000-01-31,96.3777060967442,88.525949300262,92.0064796243341,93.4694568790373,91.9661016994924
2000-02-01,96.3670089322551,88.5119610888864,91.9846969849156,93.4380045471134,91.9363024045049
2000-02-02,96.3570359949313,88.4968378586451,91.954036664573,93.3992167826039,91.9057883387418
2000-02-03,96.3473683059523,88.4831964584354,91.9171174353366,93.3543491617273,91.8719502951486
2000-02-04,96.3390464703346,88.4694385460415,91.8792862831959,93.3166503271843,91.8356181077713
2000-02-05,96.3305543456791,88.4563286556324,91.8462830525833,93.2824591452873,91.8012551407064
2000-02-06,96.3224501838788,88.4399145048944,91.8166761270535,93.2418943847859,91.76683579042
2000-02-07,96.3140548407004,88.4261519083653,91.7877202102216,93.2052282160625,91.7321743799463
2000-02-08,96.3047027057939,88.4120560185872,91.7608106949198,93.1917693698708,91.6999773868922
2000-02-09,96.2955413564325,88.3928419841151,91.7284667821589,93.1545397768538,91.6651497960189
2000-02-10,96.2891163484043,88.3730753666992,91.6929525710419,93.1116907558877,91.629608221776
2000-02-11,96.2824878033665,88.3549197888255,91.6562150609254,93.0701678898825,91.5945773944069
2000-02-12,96.2794987003248,88.3371974525652,91.6199070529401,93.0342592110594,91.5596529920973
2000-02-13,96.2793804895823,88.3282686912284,91.586225728245,92.9996215712849,91.5260012427468
2000-02-14,96.2738878149821,88.3152670411103,91.5529686019057,92.9619778916661,91.4925153916179
2000-02-15,96.2646610021427,88.2964350891422,91.5207206065003,92.9270509827374,91.4575718567575
2000-02-16,96.2551360854971,88.2781334440028,91.4887434198601,92.8921253842977,91.4245815065105
2000-02-17,96.245737744577,88.2604738716641,91.457397300162,92.8590868030948,91.3932380574335
2000-02-18,96.2368771392098,88.2459299447424,91.4272722021685,92.8234192385244,91.3644367801019
2000-02-19,96.2276749488725,88.229807017716,91.396022214616,92.7889867833244,91.3373712158385
2000-02-20,96.2181763367785,88.2128994085606,91.3655810318544,92.7600464930523,91.3108476787212
2000-02-21,96.2081381784888,88.1967200186836,91.3419240343407,92.7318595091614,91.2865381849987
2000-02-22,96.1987457645569,88.1802718692188,91.3226164019104,92.716528169644,91.2626993982767
2000-02-23,96.1888103388365,88.1641995135809,91.3023737919131,92.7208000668919,91.2375774481276
2000-02-24,96.178734031757,88.1497970015086,91.2840555428341,92.761425765345,91.2121757848921
2000-02-25,96.1686019266705,88.1358909718296,91.2741426325836,92.7683320666911,91.1903899865934
2000-02-26,96.1583714062916,88.1213512401917,91.2448814552168,92.7560344576515,91.1656305718489
2000-02-27,96.1493017289843,88.106459661955,91.2219062413196,92.7431072696048,91.1432375441838
2000-02-28,96.1435574462253,88.0936831724215,91.2014762177534,92.7399850316938,91.1214059620624
2000-02-29,96.1354790758845,88.0797720169584,91.1808127450332,92.7161168734894,91.0992539464223
2000-03-01,96.1293955291791,88.0682242111484,91.1658764766315,92.7052175753907,91.0796777350698
2000-03-02,96.1227801464852,88.055524502649,91.163715656966,92.7553339528379,91.0597219898265
2000-03-03,96.1148201379937,88.0435167068391,91.2498983640276,92.8749660024611,91.0716217024229
2000-03-04,96.1060197699302,88.0338115368641,91.3166019738742,92.9470848186044,91.1139442522534
2000-03-05,96.0969070287577,88.0221400669771,91.3093565949373,92.9356576610567,91.164510131626
2000-03-06,96.0906083220154,88.0095693211732,91.296745366786,92.9329763454149,91.1432874982119
2000-03-07,96.0902883351747,87.99946535032,91.2917099022127,92.915386428475,91.1246919972534
2000-03-08,96.0851553943805,87.9850365935915,91.2954895224504,92.9000030066974,91.1086715006073
2000-03-09,96.0813134343395,87.9714210922387,91.3060332012688,92.8845504374919,91.0945255504497
2000-03-10,96.0775044013015,87.9574025919616,91.3220856716757,92.901556747447,91.0810587517746
2000-03-11,96.0719644117417,87.9429287334205,91.3676474956053,93.0350420104725,91.0773877794446
2000-03-12,96.0658211000862,87.9277691697231,91.4066942903831,93.4677210949381,91.0746956867389
2000-03-13,96.0589268742734,87.9122257525715,91.4002438325841,93.8688178530408,91.0579905541825
2000-03-14,96.0518299447184,87.8974609228755,91.3982964143042,93.9888102724341,91.0449623481572
2000-03-15,96.0452703282593,87.8836874316595,91.4017951648312,94.0909374968173,91.0370454333518
2000-03-16,96.0382819071763,87.8713332481068,91.4085826640417,94.1546847699439,91.0325814628512
2000-03-17,96.0307789629471,87.8586255245816,91.399307134257,94.1353007849387,91.0152797563943
2000-03-18,96.0236139523287,87.8460865925161,91.4048530337264,94.1067665372351,91.0044649014105
2000-03-19,96.0164676580459,87.8337616938123,91.491843984941,94.118463431486,91.0148388425549
2000-03-20,96.0097930431963,87.8220454032576,91.5305107627609,94.084220480032,91.0079131157548
2000-03-21,96.003065501278,87.810944192497,91.5204495401275,94.0448940940371,90.9920524651988
2000-03-22,95.999191137811,87.8049539979594,91.559661611594,94.1441517366685,91.0311275939209
2000-03-23,95.9937423178262,87.8008427930962,91.727043028639,94.3573921744649,91.1913653811014
2000-03-24,95.9875929158821,87.79995243144,91.9374776824901,95.5024762339984,91.4926842935682
2000-03-25,95.9872183764798,87.8075937109244,92.2218754969224,97.780027948202,91.6653186056818
2000-03-26,95.9850759046443,87.832845148697,92.5266874574149,101.126527683941,91.9746751037461
2000-03-27,95.9862059020679,87.9032759569535,93.1011317115359,104.427321689905,92.6400187744113
2000-03-28,96.0064750275678,88.1139674508951,93.733302215052,105.151282500553,93.5435283818439
2000-03-29,96.0154364696256,88.2209115722943,93.9928983747121,104.989072607334,94.0282733643016
2000-03-30,96.0126486250817,88.2112897496991,94.0096072462374,104.849359373999,94.0499576801208
2000-03-31,96.0096889299361,88.2311405463427,94.1001846433214,105.004943436991,94.3586668997155
2000-04-01,96.0084388863611,88.3239312923325,94.2710374973471,105.932461054241,94.6958160545848
2000-04-02,96.0111355059184,88.350899243268,94.381165686143,107.197842614521,94.8252776793519
2000-04-03,96.0054995423244,88.3470355579199,94.3500418843166,108.689412614393,94.8099508891897
2000-04-04,96.0005011560624,88.3477817872147,94.5423137747762,110.030889615772,95.0322236761413
2000-04-05,95.9963164033644,88.3402761664093,94.5610489830555,110.925957897619,94.9423741629955
2000-04-06,95.9916202113854,88.332560259071,94.4527575391817,111.119960436281,94.8341476692737
2000-04-07,95.9913340374485,88.3133029931207,94.3343691684281,110.586993975286,94.6976978426446
2000-04-08,95.9844903541813,88.2907584386498,94.4366296806349,110.385471814185,94.6115353991584
2000-04-09,95.9777153169827,88.2783658647185,94.5859349117761,110.724871197599,94.5843838437109
2000-04-10,95.9857339849606,88.2976746522231,94.871599741703,110.5604642692,94.6565873659566
2000-04-11,95.9934038361195,88.3688671787524,95.0974176261463,110.049458153681,94.8486607752378
2000-04-12,96.008093402518,88.555134533128,95.683715233195,110.361241354873,95.4269655459605
2000-04-13,96.0390516948058,88.7634262133817,97.4127911748504,111.680766442891,96.2229988723273
2000-04-14,96.1060257346737,89.156719193736,100.582889106862,114.421266295905,97.3753052589456
2000-04-15,96.2317372531296,89.8961074624789,105.09493490334,117.094932875008,98.9863178989147
2000-04-16,96.4069560793322,90.7917376090679,109.977271859821,118.18310829422,100.983454540468
2000-04-17,96.5938915029198,91.3402798393018,113.404329729362,117.849142838232,102.798662831556
2000-04-18,96.8107960580778,91.6277926131878,113.939679192462,116.37587887052,103.690320074013
2000-04-19,96.9804313374975,92.1659646669346,113.65133492473,114.619067532879,104.824040818581
2000-04-20,97.0826391929192,92.9671554958694,113.879163618583,113.850229909532,106.350295664801
2000-04-21,97.3197904452828,94.2312034701441,114.940200078448,113.304545389093,107.961292995885
2000-04-22,97.6552613892159,96.4269509238537,116.626281056291,112.309702382463,109.72597794396
2000-04-23,98.4578052018066,99.2876860439626,116.609256186299,110.303932596852,111.532929209075
2000-04-24,99.5988829422932,100.901315224648,116.038485676979,109.253202014172,110.983469976591
2000-04-25,100.891642801135,102.045890755698,115.445085690103,107.857064385902,110.214990592668
2000-04-26,102.555952639916,103.446490608341,114.667525683969,106.850855308524,110.010039095927
2000-04-27,103.862295001248,104.558186808076,113.817352917838,105.788403839815,109.366013288593
2000-04-28,104.477481886011,105.700919091347,113.043667586722,105.793342757478,108.560397801646
2000-04-29,104.841736858282,106.711530157255,113.288471228586,105.922392852227,108.853434821875
2000-04-30,105.10905821984,107.701192422451,112.366842867796,105.002737100122,108.721788554227
2000-05-01,105.484590192683,108.672999338086,111.431973272228,104.697507020985,107.950116188488
2000-05-02,105.937936519538,109.205015229304,110.532365867801,106.217688029131,107.127933188527
2000-05-03,105.888314385051,109.189403271224,110.163557661344,107.152356931164,106.388074653675
2000-05-04,105.848909133905,109.089809346704,111.049392523644,108.952074758288,106.498845387253
2000-05-05,106.073945478704,109.243417163896,111.685521120134,110.997727174569,107.611874913006
2000-05-06,106.428505922021,109.200772542233,112.371711136317,110.929281404596,107.667941195907
2000-05-07,106.988707912706,109.585313288028,113.543578975607,109.865700206957,108.109960885252
